rel_path,file_basename,time_band,cand_landmark,cand_city,cand_state,cand_country,matched,match_level,lat,lon,region,source,confidence
evening\Lighthouse_on_the_C_te_de_Granit_Rose_at_sunset__Brittany__France_horiz.jpg,Lighthouse_on_the_C_te_de_Granit_Rose_at_sunset__Brittany__France_horiz.jpg,evening,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
evening\Lightning_storm_at_dusk_over_Kowloon_Bay__Hong_Kong_horiz.jpg,Lightning_storm_at_dusk_over_Kowloon_Bay__Hong_Kong_horiz.jpg,evening,,,,,,,,,,,
evening\Light_painting_on_lavender_field_at_night__near_Shumen__Bulgaria_horiz.jpg,Light_painting_on_lavender_field_at_night__near_Shumen__Bulgaria_horiz.jpg,evening,,,,,,,,,,,
evening\Light_trails_along_a_road_curve_at_coast_during_sunset__Pistol_River_State_Park__Oregon__USA_horiz.jpg,Light_trails_along_a_road_curve_at_coast_during_sunset__Pistol_River_State_Park__Oregon__USA_horiz.jpg,evening,,,Oregon,USA,oregon,state,43.8041,-120.5542,NA,gazetteer,med
evening\Light_trails_on_road_at_night__Frankfurt__Germany_vert.jpg,Light_trails_on_road_at_night__Frankfurt__Germany_vert.jpg,evening,,,,,,,,,,,
evening\Light_under_bridge_after_sunset__Lihu_Bridge_of_Wuxi__Jiangsu__China_horiz.jpg,Light_under_bridge_after_sunset__Lihu_Bridge_of_Wuxi__Jiangsu__China_horiz.jpg,evening,,,,,,,,,,,
evening\Lilac_rainy_evening_at_the_Zhivopisny_Bridge_in_Moscow__Russia_horiz.jpg,Lilac_rainy_evening_at_the_Zhivopisny_Bridge_in_Moscow__Russia_horiz.jpg,evening,,,,,,,,,,,
evening\Little_village_Stuben_am_Arlberg_with_mountain_pass_at_night__Kl_sterle__Austria_vert.jpg,Little_village_Stuben_am_Arlberg_with_mountain_pass_at_night__Kl_sterle__Austria_vert.jpg,evening,,,,,,,,,,,
evening\Loch_Katerine_at_sunset_in_summer__Loch_Lomond_and_The_Trossachs_National_Park__Scotland__UK_horiz.jpg,Loch_Katerine_at_sunset_in_summer__Loch_Lomond_and_The_Trossachs_National_Park__Scotland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\London_at_night__Houses_of_Parliament_and_Big_Ben__England__UK_horiz.jpg,London_at_night__Houses_of_Parliament_and_Big_Ben__England__UK_horiz.jpg,evening,,London,,,london,city,51.5074,-0.1278,EU,gazetteer,high
evening\Lone_tree_and_Limestone_Pavement_at_sunset__Settle__Yorkshire__England__UK_vert.jpg,Lone_tree_and_Limestone_Pavement_at_sunset__Settle__Yorkshire__England__UK_vert.jpg,evening,,,,,,,,,,,
evening\Long_time_exposure_landscape_with_lake_after_sunset__Lake_Varna__Bulgaria_vert.jpg,Long_time_exposure_landscape_with_lake_after_sunset__Lake_Varna__Bulgaria_vert.jpg,evening,,,,,,,,,,,
evening\Looking_down_the_Grand_Canal_on_sunset_from_Rialto_Bridge__Venice__Italy_horiz.jpg,Looking_down_the_Grand_Canal_on_sunset_from_Rialto_Bridge__Venice__Italy_horiz.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\Los_Angeles_Skyline_at_sunset_classic_view__California__USA_vert.jpg,Los_Angeles_Skyline_at_sunset_classic_view__California__USA_vert.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Los_Angeles_skyline_at_sunset__California__USA_horiz.jpg,Los_Angeles_skyline_at_sunset__California__USA_horiz.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Los_Cuernos_mountains_reflecting_in_a_puddle_at_sunset__Torres_del_Paine_National_Park__Chile_horiz.jpg,Los_Cuernos_mountains_reflecting_in_a_puddle_at_sunset__Torres_del_Paine_National_Park__Chile_horiz.jpg,evening,,,,,,,,,,,
evening\Lots_of_stars_in_clear_sky_at_winter_night__Iceland_vert.jpg,Lots_of_stars_in_clear_sky_at_winter_night__Iceland_vert.jpg,evening,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
evening\Lowry_Theatre_and_bridge_reflections_at_sunset__Salford_Quays__Manchester__England__UK_horiz.jpg,Lowry_Theatre_and_bridge_reflections_at_sunset__Salford_Quays__Manchester__England__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Lupines_at_a_mountain_top_at_spring_sunset__Big_Sur__Califormia__USA_horiz.jpg,Lupines_at_a_mountain_top_at_spring_sunset__Big_Sur__Califormia__USA_horiz.jpg,evening,Big Sur,,,USA,big sur,landmark,36.3615,-121.8563,NA,gazetteer,high
evening\Luxor_sunset_on_the_Nile_River__Aswan__Egypt_horiz.jpg,Luxor_sunset_on_the_Nile_River__Aswan__Egypt_horiz.jpg,evening,,,,,,,,,,,
evening\Manarola_village_and_the_coastal_cliff_over_the_sea_at_sunset__Cinque_Terre__La_Spezia__Italy_horiz.jpg,Manarola_village_and_the_coastal_cliff_over_the_sea_at_sunset__Cinque_Terre__La_Spezia__Italy_horiz.jpg,evening,Cinque Terre,,,Italy,cinque terre,landmark,44.146,9.655,EU,gazetteer,high
evening\Manarola_village_at_sunset__Cinque_Terre__La_Spezia_district__Italy_horiz.jpg,Manarola_village_at_sunset__Cinque_Terre__La_Spezia_district__Italy_horiz.jpg,evening,Cinque Terre,,,Italy,cinque terre,landmark,44.146,9.655,EU,gazetteer,high
evening\Mangrove_trees_at_Walakiri_Beach_during_sunset__Sumba_Island__East_Nusa_Tenggara__Indonesia_vert.jpg,Mangrove_trees_at_Walakiri_Beach_during_sunset__Sumba_Island__East_Nusa_Tenggara__Indonesia_vert.jpg,evening,,,,,,,,,,,
evening\Manhattan_Bridge_over_East_River_at_sunset__New_York_City__USA_vert.jpg,Manhattan_Bridge_over_East_River_at_sunset__New_York_City__USA_vert.jpg,evening,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
evening\Manhattan_Skyline_at_dusk__New_York_City__USA_vert.jpg,Manhattan_Skyline_at_dusk__New_York_City__USA_vert.jpg,evening,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
evening\Manhattan_skyline__New_York_City_at_sunset__USA_vert.jpg,Manhattan_skyline__New_York_City_at_sunset__USA_vert.jpg,evening,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
evening\Manhattan_sunset_view_from_Long_Island__New_York_City__USA_horiz.jpg,Manhattan_sunset_view_from_Long_Island__New_York_City__USA_horiz.jpg,evening,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
evening\Man_standing_on_beach_looking_at_the_sunset__Western_Australia_horiz.jpg,Man_standing_on_beach_looking_at_the_sunset__Western_Australia_horiz.jpg,evening,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
evening\Marshall_Point_Lighthouse_panorama_at_autumn_sunset__Port_Clyde_Harbor__Maine__USA_horiz.jpg,Marshall_Point_Lighthouse_panorama_at_autumn_sunset__Port_Clyde_Harbor__Maine__USA_horiz.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Marshall__039_s_Beach_with_Golden_Gate_Bridge_at_sunset__San_Francisco__California__USA_vert.jpg,Marshall__039_s_Beach_with_Golden_Gate_Bridge_at_sunset__San_Francisco__California__USA_vert.jpg,evening,,San Francisco,California,USA,san francisco,city,37.7749,-122.4194,NA,gazetteer,high
evening\Matterhorn_peak_at_sunset_reflected_in_Stellisee_Lake__Swiss_Alps__Zermatt__Switzerland_vert.jpg,Matterhorn_peak_at_sunset_reflected_in_Stellisee_Lake__Swiss_Alps__Zermatt__Switzerland_vert.jpg,evening,,,,,,,,,,,
evening\Mauna_Kea_telescopes_at_sunset__Big_Island__Hawaii__USA_vert.jpg,Mauna_Kea_telescopes_at_sunset__Big_Island__Hawaii__USA_vert.jpg,evening,,,Hawaii,USA,hawaii,state,20.7984,-156.3319,NA,gazetteer,med
evening\Medieval_Castle_of_Almourol_on_River_Tagus_at_dusk__Ribatejo__Portugal_horiz.jpg,Medieval_Castle_of_Almourol_on_River_Tagus_at_dusk__Ribatejo__Portugal_horiz.jpg,evening,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
evening\Milky_Way_above_mountains_in_fog_at_night_in_autumn__Passo_Giau__Dolomites__Italy_horiz.jpg,Milky_Way_above_mountains_in_fog_at_night_in_autumn__Passo_Giau__Dolomites__Italy_horiz.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\Milky_way_above_red_Wadi_Rum_desert_at_night__Jordan_horiz.jpg,Milky_way_above_red_Wadi_Rum_desert_at_night__Jordan_horiz.jpg,evening,,,,,,,,,,,
evening\Milky_Way_above_sea_coast_and_snow_covered_mountains_in_winter_night__Lofoten_Islands__Norway_vert.jpg,Milky_Way_above_sea_coast_and_snow_covered_mountains_in_winter_night__Lofoten_Islands__Norway_vert.jpg,evening,Lofoten Islands,,,Norway,lofoten islands,landmark,68.209,13.8456,EU,gazetteer,high
evening\Milky_way_and_Mont_Blanc_reflected_in_Lake_Cheserys_by_night__France_horiz.jpg,Milky_way_and_Mont_Blanc_reflected_in_Lake_Cheserys_by_night__France_horiz.jpg,evening,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
evening\Milky_way_over_hoodoos_at_summer_night__Bryce_Canyon_National_Park__Utah__USA_vert.jpg,Milky_way_over_hoodoos_at_summer_night__Bryce_Canyon_National_Park__Utah__USA_vert.jpg,evening,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
evening\Milky_way_over_landscape_of_rock_field_at_Sam_Pan_Bok_during_night__Thailand_vert.jpg,Milky_way_over_landscape_of_rock_field_at_Sam_Pan_Bok_during_night__Thailand_vert.jpg,evening,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
evening\Milky_way_over_the_calm_Tai_Tam_Park_reservoir_at_night__Hong_Kong_vert.jpg,Milky_way_over_the_calm_Tai_Tam_Park_reservoir_at_night__Hong_Kong_vert.jpg,evening,,,,,,,,,,,
evening\Mitre_Peak_sunset_view_in_Milford_Sound__Fiordland__South_Island_of_New_Zealand_vert.jpg,Mitre_Peak_sunset_view_in_Milford_Sound__Fiordland__South_Island_of_New_Zealand_vert.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Moai_at_Rano_Raraku_Volcano_at_sunset__Easter_Island__Valparaiso__Chile_horiz.jpg,Moai_at_Rano_Raraku_Volcano_at_sunset__Easter_Island__Valparaiso__Chile_horiz.jpg,evening,,,,,,,,,,,
evening\Mobius_Arch_at_night_with_Milky_Way__Alabama_Hills_range_in_Inyo_County__California__USA_vert.jpg,Mobius_Arch_at_night_with_Milky_Way__Alabama_Hills_range_in_Inyo_County__California__USA_vert.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Moments_in_Between__night_view_of_Meydan_Bridge_in_Dubai__UAE_vert.jpg,Moments_in_Between__night_view_of_Meydan_Bridge_in_Dubai__UAE_vert.jpg,evening,,,,,,,,,,,
evening\Mono_Lake_Sunset__Mono_County__California__USA_horiz.jpg,Mono_Lake_Sunset__Mono_County__California__USA_horiz.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Montreal_at_dusk_with_urban_skyscrapers_viewed_from_Mont_Royal__Canada_horiz.jpg,Montreal_at_dusk_with_urban_skyscrapers_viewed_from_Mont_Royal__Canada_horiz.jpg,evening,,,,,,,,,,,
evening\Montreal_city_skyline_lit_up_at_night__Quebec__Canada_vert.jpg,Montreal_city_skyline_lit_up_at_night__Quebec__Canada_vert.jpg,evening,,,,,,,,,,,
evening\Mont_Blanc_mountain_range_view_on_peak_and_glacier_at_sunset__Chamonix_Mont_Blanc__France_vert.jpg,Mont_Blanc_mountain_range_view_on_peak_and_glacier_at_sunset__Chamonix_Mont_Blanc__France_vert.jpg,evening,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
evening\Moody_sky_over_Braeburn_Range_at_dusk__New_Zealand_South_Island_horiz.jpg,Moody_sky_over_Braeburn_Range_at_dusk__New_Zealand_South_Island_horiz.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Moonrise_and_sunset_over_the_pier_on_Los_Muertos_Beach___Puerto_Vallarta__Mexico_vert.jpg,Moonrise_and_sunset_over_the_pier_on_Los_Muertos_Beach___Puerto_Vallarta__Mexico_vert.jpg,evening,,,,,,,,,,,
evening\Moon_over_palm_trees_at_dusk__Hollywood__Los_Angeles__California__USA_horiz.jpg,Moon_over_palm_trees_at_dusk__Hollywood__Los_Angeles__California__USA_horiz.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Moon_over_towers_on_Charles_Bridge_over_Vltava_River_at_sunset__Prague__Czech_Republic_horiz.jpg,Moon_over_towers_on_Charles_Bridge_over_Vltava_River_at_sunset__Prague__Czech_Republic_horiz.jpg,evening,,,,,,,,,,,
evening\Moon_Valley__Valle_de_la_Luna__at_sunset__Atacama_Desert__Chile_horiz.jpg,Moon_Valley__Valle_de_la_Luna__at_sunset__Atacama_Desert__Chile_horiz.jpg,evening,,,,,,,,,,,
evening\Moraine_Lake_in_Banff_at_sunset__Alberta__Canada_vert.jpg,Moraine_Lake_in_Banff_at_sunset__Alberta__Canada_vert.jpg,evening,,,,,,,,,,,
evening\Motukiekie_beach_at_sunset__West_Coast_region_of_New_Zealand_South_Island_horiz.jpg,Motukiekie_beach_at_sunset__West_Coast_region_of_New_Zealand_South_Island_horiz.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Mountains_in_Badlands_National_Park_at_sunset__South_Dakota__USA_horiz.jpg,Mountains_in_Badlands_National_Park_at_sunset__South_Dakota__USA_horiz.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Mountain_chalet_and_pastures_at_sunset__Nationalpark_Berchtesgadener_Land__Bavaria__Germany_horiz.jpg,Mountain_chalet_and_pastures_at_sunset__Nationalpark_Berchtesgadener_Land__Bavaria__Germany_horiz.jpg,evening,,,,,,,,,,,
evening\Mountain_landscape_with_big_rock_at_sunset__Low_Tatras__Slovakia_horiz.jpg,Mountain_landscape_with_big_rock_at_sunset__Low_Tatras__Slovakia_horiz.jpg,evening,,,,,,,,,,,
evening\Mountain_Orohena_at_sunset__Tahiti__French_Polynesia_vert.jpg,Mountain_Orohena_at_sunset__Tahiti__French_Polynesia_vert.jpg,evening,,,,,,,,,,,
evening\Mountain_peaks_at_sunset__Valgerola__Orobie_Alps__Valtellina__Lombardy__Italy_vert.jpg,Mountain_peaks_at_sunset__Valgerola__Orobie_Alps__Valtellina__Lombardy__Italy_vert.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\Mountain_peak_at_the_night_with_starry_sky_and_cone_shaped_rocks__G_reme__Cappadocia__Turkey_horiz.jpg,Mountain_peak_at_the_night_with_starry_sky_and_cone_shaped_rocks__G_reme__Cappadocia__Turkey_horiz.jpg,evening,,,,,,,,,,,
evening\Mountain_range_landscape_at_sunset_along_Valle_lake__Somiedo__Asturias__Spain_vert.jpg,Mountain_range_landscape_at_sunset_along_Valle_lake__Somiedo__Asturias__Spain_vert.jpg,evening,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
evening\Mountain_range_view_on_Lofoten_islands_during_sunset__Norway_horiz.jpg,Mountain_range_view_on_Lofoten_islands_during_sunset__Norway_horiz.jpg,evening,Lofoten islands,,,Norway,lofoten islands,landmark,68.209,13.8456,EU,gazetteer,high
evening\Mountain_Ridges_along_Blue_Ridge_Parkway_at_sunset__North_Carolina__USA_horiz.jpg,Mountain_Ridges_along_Blue_Ridge_Parkway_at_sunset__North_Carolina__USA_horiz.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Mountain_road_Stelvio_Pass__Passo_dello_Stelvio__curves_at_night_with_traffic_lights__Italy_horiz.jpg,Mountain_road_Stelvio_Pass__Passo_dello_Stelvio__curves_at_night_with_traffic_lights__Italy_horiz.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\Mountain_view_of_Shigakogen_mountain_with_dramatic_sky_in_sunset_in_Nagano_prefecture__Japan_vert.jpg,Mountain_view_of_Shigakogen_mountain_with_dramatic_sky_in_sunset_in_Nagano_prefecture__Japan_vert.jpg,evening,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
evening\Mount_Bachelor_during_sunset_reflecting_in_waters_of_Todd_Lake__Bend__Oregon__USA_horiz.jpg,Mount_Bachelor_during_sunset_reflecting_in_waters_of_Todd_Lake__Bend__Oregon__USA_horiz.jpg,evening,,,Oregon,USA,oregon,state,43.8041,-120.5542,NA,gazetteer,med
evening\Mount_Cook_and_Mount_Tasman_from_Lake_Matheson_at_sunset__New_Zealand_vert.jpg,Mount_Cook_and_Mount_Tasman_from_Lake_Matheson_at_sunset__New_Zealand_vert.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Mount_Lamlam_summit_at_sunset__Guam_vert.jpg,Mount_Lamlam_summit_at_sunset__Guam_vert.jpg,evening,,,,,,,,,,,
evening\Mount_Rotui_and_Opunohu_bay_at_sunset__Mo__8217_orea__Moorea___Society_Islands__French_Polynesia_horiz.jpg,Mount_Rotui_and_Opunohu_bay_at_sunset__Mo__8217_orea__Moorea___Society_Islands__French_Polynesia_horiz.jpg,evening,,,,,,,,,,,
evening\Mt_Rainier_with_trees_reflection_in_lake_at_night__Washington__USA_vert.jpg,Mt_Rainier_with_trees_reflection_in_lake_at_night__Washington__USA_vert.jpg,evening,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
evening\Murlough_Bay_at_dusk__County_Antrim__Northern_Ireland__UK_horiz.jpg,Murlough_Bay_at_dusk__County_Antrim__Northern_Ireland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Mystic_sunset_on_the_lake__Serbia_vert.jpg,Mystic_sunset_on_the_lake__Serbia_vert.jpg,evening,,,,,,,,,,,
evening\Naples_beach_amazing_sunset_and_calm_ocean__Florida__USA_horiz.jpg,Naples_beach_amazing_sunset_and_calm_ocean__Florida__USA_horiz.jpg,evening,,,Florida,USA,florida,state,27.6648,-81.5158,NA,gazetteer,med
evening\Naranjo_de_Bulnes__Picu_Urriellu__at_sunset__Picos_de_Europa_national_park__Asturias__Spain_vert.jpg,Naranjo_de_Bulnes__Picu_Urriellu__at_sunset__Picos_de_Europa_national_park__Asturias__Spain_vert.jpg,evening,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
evening\Narrow_canyon_and_Volcan_Licancabur_at_sunset__Atacama_Desert__Chile_horiz.jpg,Narrow_canyon_and_Volcan_Licancabur_at_sunset__Atacama_Desert__Chile_horiz.jpg,evening,,,,,,,,,,,
evening\Natural_Arch_Delicate_Arch_with_Milky_Way_at_night__Arches_National_Park__Moab__Utah__USA_horiz.jpg,Natural_Arch_Delicate_Arch_with_Milky_Way_at_night__Arches_National_Park__Moab__Utah__USA_horiz.jpg,evening,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
evening\Natural_landscape_of_Wharariki_Beach_at_sunset__South_Island__New_Zealand_horiz.jpg,Natural_landscape_of_Wharariki_Beach_at_sunset__South_Island__New_Zealand_horiz.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Natural_rock_formations_along_beach_coastline__Sunset_Cliffs__California__USA_vert.jpg,Natural_rock_formations_along_beach_coastline__Sunset_Cliffs__California__USA_vert.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Natural_window__sunset_over_beach__Zanzibar__Tanzania_horiz.jpg,Natural_window__sunset_over_beach__Zanzibar__Tanzania_horiz.jpg,evening,,,,,,,,,,,
evening\Neist_Point_lighthouse_at_sunset__Isle_of_Skye__Inner_Hebrides__Scotland__UK_horiz.jpg,Neist_Point_lighthouse_at_sunset__Isle_of_Skye__Inner_Hebrides__Scotland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Neist_Point_on_Isle_of_Skye_at_sunset__Scotland__UK_horiz.jpg,Neist_Point_on_Isle_of_Skye_at_sunset__Scotland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Neolithic_portal_tomb_Kilclooney_More_dolmen_at_sunset__County_Donegal__Ireland_horiz.jpg,Neolithic_portal_tomb_Kilclooney_More_dolmen_at_sunset__County_Donegal__Ireland_horiz.jpg,evening,,,,,,,,,,,
evening\Neon_electric_blue_jellyfish_at_night__Maryland__USA_horiz.jpg,Neon_electric_blue_jellyfish_at_night__Maryland__USA_horiz.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Neris_river_and_church_Vilniaus_Sv__Arkangelo_Rapolo_Baznycia__Vilnius_at_sunset__Lithuania_vert.jpg,Neris_river_and_church_Vilniaus_Sv__Arkangelo_Rapolo_Baznycia__Vilnius_at_sunset__Lithuania_vert.jpg,evening,,,,,,,,,,,
evening\Neuschwanstein_castle_in_a_summer_night__Bavaria__Germany_horiz.jpg,Neuschwanstein_castle_in_a_summer_night__Bavaria__Germany_horiz.jpg,evening,,,,,,,,,,,
evening\New_bridge_Puente_Nuevo_at_night__Ronda__Spain_vert.jpg,New_bridge_Puente_Nuevo_at_night__Ronda__Spain_vert.jpg,evening,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
evening\New_Orleans_skyline_view_from_Mississippi_river_at_dusk__Louisiana__USA_horiz.jpg,New_Orleans_skyline_view_from_Mississippi_river_at_dusk__Louisiana__USA_horiz.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Niagara_Falls_at_night_illuminated_with_rainbow_colours_vert.jpg,Niagara_Falls_at_night_illuminated_with_rainbow_colours_vert.jpg,evening,,,,,,,,,,,
evening\Nightly_view_in_Carpathian_Mountains__winter_landscape__Ukraine_horiz.jpg,Nightly_view_in_Carpathian_Mountains__winter_landscape__Ukraine_horiz.jpg,evening,,,,,,,,,,,
evening\Nighttime_illumination_above_Sunshine_Ski_Village__Banff__Alberta__Canada_horiz.jpg,Nighttime_illumination_above_Sunshine_Ski_Village__Banff__Alberta__Canada_horiz.jpg,evening,,,,,,,,,,,
evening\Night_cityscape_with_views_of_Spiegelrei_and_Jan_van_Eyckplein_in_Bruges__Belgium_vert.jpg,Night_cityscape_with_views_of_Spiegelrei_and_Jan_van_Eyckplein_in_Bruges__Belgium_vert.jpg,evening,,,,,,,,,,,
evening\Night_city_skyline_at_Rome_Colosseum__Italy_horiz.jpg,Night_city_skyline_at_Rome_Colosseum__Italy_horiz.jpg,evening,,Rome,,Italy,rome,city,41.9028,12.4964,EU,gazetteer,high
evening\Night_exposure_of_Double_Arch_in_Arches_National_Park__Utah__USA_horiz.jpg,Night_exposure_of_Double_Arch_in_Arches_National_Park__Utah__USA_horiz.jpg,evening,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
evening\Night_hypnosis__Falkirk_wheel__Stirlingshire__Scotland__UK_horiz.jpg,Night_hypnosis__Falkirk_wheel__Stirlingshire__Scotland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Night_landscape_of_beach_on_the_northern_coast__Asturias__Spain_horiz.jpg,Night_landscape_of_beach_on_the_northern_coast__Asturias__Spain_horiz.jpg,evening,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
evening\Night_landscape_with_aurora_borealis__Lofoten_islands__Norway_horiz.jpg,Night_landscape_with_aurora_borealis__Lofoten_islands__Norway_horiz.jpg,evening,Lofoten islands,,,Norway,lofoten islands,landmark,68.209,13.8456,EU,gazetteer,high
evening\Night_landscape_with_Milky_Way_Galaxy_above_the_Black_sea__Bulgaria_vert.jpg,Night_landscape_with_Milky_Way_Galaxy_above_the_Black_sea__Bulgaria_vert.jpg,evening,,,,,,,,,,,
